cci_threshold,w3_retention_cutoff,contam_percentile,n_rows,retrieval_pct,computation_pct,mixed_pct,ambiguous_pct,n_retrieval,n_computation,n_mixed,n_ambiguous,strong_pct,agreement_rate_subtype_pattern,precision_among_strong,n_patterned_cells_instances,n_strong_in_patterned
0.05,0.0,50,440,0.0,3.1818181818181817,35.22727272727273,61.59090909090909,0,14,155,271,3.1818181818181817,0.027210884353741496,0.5714285714285714,294,14
0.05,0.0,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.0,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.25,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.05,0.25,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.25,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.5,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.05,0.5,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.5,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.75,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.05,0.75,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,0.75,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.05,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.05,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.05,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.1,0.0,50,440,0.0,3.1818181818181817,35.22727272727273,61.59090909090909,0,14,155,271,3.1818181818181817,0.027210884353741496,0.5714285714285714,294,14
0.1,0.0,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.0,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.25,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.1,0.25,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.25,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.5,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.1,0.5,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.5,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.75,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.1,0.75,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,0.75,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.1,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.1,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.1,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.15,0.0,50,440,0.0,3.1818181818181817,35.22727272727273,61.59090909090909,0,14,155,271,3.1818181818181817,0.027210884353741496,0.5714285714285714,294,14
0.15,0.0,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.0,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.25,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.15,0.25,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.25,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.5,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.15,0.5,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.5,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.75,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.15,0.75,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,0.75,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.15,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.15,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.15,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.2,0.0,50,440,0.0,3.1818181818181817,35.22727272727273,61.59090909090909,0,14,155,271,3.1818181818181817,0.027210884353741496,0.5714285714285714,294,14
0.2,0.0,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.0,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.25,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.2,0.25,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.25,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.5,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.2,0.5,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.5,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.75,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.2,0.75,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,0.75,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.2,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.2,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.2,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.25,0.0,50,440,0.0,3.1818181818181817,35.22727272727273,61.59090909090909,0,14,155,271,3.1818181818181817,0.027210884353741496,0.5714285714285714,294,14
0.25,0.0,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.0,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.25,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.25,0.25,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.25,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.5,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.25,0.5,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.5,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.75,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.25,0.75,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,0.75,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.25,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.25,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.25,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.3,0.0,50,440,0.0,3.1818181818181817,35.22727272727273,61.59090909090909,0,14,155,271,3.1818181818181817,0.027210884353741496,0.5714285714285714,294,14
0.3,0.0,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.0,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.25,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.3,0.25,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.25,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.5,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.3,0.5,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.5,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.75,50,440,1.8181818181818181,3.1818181818181817,33.40909090909091,61.59090909090909,8,14,147,271,5.0,0.05442176870748299,0.7272727272727273,294,22
0.3,0.75,75,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,0.75,90,440,0.0,3.409090909090909,35.0,61.59090909090909,0,15,154,271,3.409090909090909,0.027210884353741496,0.5333333333333333,294,15
0.3,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.3,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.3,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.35,0.0,50,440,0.0,0.9090909090909091,37.5,61.59090909090909,0,4,165,271,0.9090909090909091,0.003401360544217687,0.25,294,4
0.35,0.0,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.0,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.25,50,440,1.8181818181818181,0.9090909090909091,35.68181818181818,61.59090909090909,8,4,157,271,2.727272727272727,0.030612244897959183,0.75,294,12
0.35,0.25,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.25,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.5,50,440,1.8181818181818181,0.9090909090909091,35.68181818181818,61.59090909090909,8,4,157,271,2.727272727272727,0.030612244897959183,0.75,294,12
0.35,0.5,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.5,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.75,50,440,1.8181818181818181,0.9090909090909091,35.68181818181818,61.59090909090909,8,4,157,271,2.727272727272727,0.030612244897959183,0.75,294,12
0.35,0.75,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,0.75,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.35,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.35,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.35,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.4,0.0,50,440,0.0,0.9090909090909091,37.5,61.59090909090909,0,4,165,271,0.9090909090909091,0.003401360544217687,0.25,294,4
0.4,0.0,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.0,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.25,50,440,1.8181818181818181,0.9090909090909091,35.68181818181818,61.59090909090909,8,4,157,271,2.727272727272727,0.030612244897959183,0.75,294,12
0.4,0.25,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.25,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.5,50,440,1.8181818181818181,0.9090909090909091,35.68181818181818,61.59090909090909,8,4,157,271,2.727272727272727,0.030612244897959183,0.75,294,12
0.4,0.5,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.5,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.75,50,440,1.8181818181818181,0.9090909090909091,35.68181818181818,61.59090909090909,8,4,157,271,2.727272727272727,0.030612244897959183,0.75,294,12
0.4,0.75,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,0.75,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.4,1.0,50,440,1.8181818181818181,0.0,36.59090909090909,61.59090909090909,8,0,161,271,1.8181818181818181,0.027210884353741496,1.0,294,8
0.4,1.0,75,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.4,1.0,90,440,0.0,0.0,38.40909090909091,61.59090909090909,0,0,169,271,0.0,0.0,,294,0
0.45,0.0,50,440,0.0,0.9090909090909091,37.5,61.59090909090909,0,4,165,271,0.9090909090909091,0.003401360544217687,0.25,294,4
0.45,0.0,75,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
0.45,0.0,90,440,0.0,1.1363636363636365,37.27272727272727,61.59090909090909,0,5,164,271,1.1363636363636365,0.003401360544217687,0.2,294,5
