family,model,variant_a,variant_b,n_overlap,p_b,p_b_given_a,p_a_given_b,lift_b_given_a,agreement_rate,phi_corr
ALGO,Llama,W3,W4,110,0.07272727272727272,0.0,0.0,-0.07272727272727272,0.9090909090909091,-0.038110796698335316
ALGO,Llama,W3,W5,50,0.0,,,,1.0,
ALGO,Llama,W3,W6,90,0.05555555555555555,0.0,0.0,-0.05555555555555555,0.9333333333333333,-0.025708724836453072
ALGO,Llama,W4,canonical,110,0.05454545454545454,0.125,0.16666666666666666,0.07045454545454546,0.8909090909090909,0.08688690255785726
ALGO,Llama,W4,W1,110,0.08181818181818182,0.125,0.1111111111111111,0.04318181818181818,0.8636363636363636,0.04412214074341081
ALGO,Llama,W4,W2,110,0.05454545454545454,0.25,0.3333333333333333,0.19545454545454546,0.9090909090909091,0.24104108451534334
ALGO,Llama,W4,W3,110,0.01818181818181818,0.0,0.0,-0.01818181818181818,0.9090909090909091,-0.038110796698335316
ALGO,Llama,W4,W4,110,0.07272727272727272,1.0,1.0,0.9272727272727272,1.0,
ALGO,Llama,W4,W5,50,0.0,0.0,,0.0,0.88,
ALGO,Llama,W4,W6,90,0.05555555555555555,0.16666666666666666,0.2,0.1111111111111111,0.9,0.1296407447104328
ALGO,Llama,W5,canonical,50,0.04,,0.0,,0.96,
ALGO,Llama,W5,W1,50,0.14,,0.0,,0.86,
ALGO,Llama,W5,W2,50,0.02,,0.0,,0.98,
ALGO,Llama,W5,W3,50,0.0,,,,1.0,
ALGO,Llama,W5,W4,50,0.12,,0.0,,0.88,
ALGO,Llama,W5,W5,50,0.0,,,,1.0,
ALGO,Llama,W5,W6,50,0.08,,0.0,,0.92,
ALGO,Llama,W6,canonical,90,0.03333333333333333,0.2,0.3333333333333333,0.16666666666666669,0.9333333333333333,0.22518867455552327
ALGO,Llama,W6,W1,90,0.08888888888888889,0.2,0.125,0.11111111111111112,0.8777777777777778,0.09469425238482136
ALGO,Llama,W6,W2,90,0.022222222222222223,0.0,0.0,-0.022222222222222223,0.9222222222222223,-0.03656362120635661
ALGO,Llama,W6,W3,90,0.011111111111111112,0.0,0.0,-0.011111111111111112,0.9333333333333333,-0.025708724836453072
ALGO,Llama,W6,W4,90,0.06666666666666667,0.2,0.16666666666666666,0.13333333333333336,0.9,0.1296407447104328
ALGO,Llama,W6,W5,50,0.0,0.0,,0.0,0.92,
ALGO,Llama,W6,W6,90,0.05555555555555555,1.0,1.0,0.9444444444444444,1.0,
ALGO,mock,canonical,canonical,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,canonical,W1,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,canonical,W2,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,W1,canonical,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,W1,W1,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,W1,W2,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,W2,canonical,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,W2,W1,1,1.0,1.0,1.0,0.0,1.0,
ALGO,mock,W2,W2,1,1.0,1.0,1.0,0.0,1.0,
ALGO,GPT-4o,canonical,canonical,110,0.42727272727272725,1.0,1.0,0.5727272727272728,1.0,
ALGO,GPT-4o,canonical,W1,110,0.43636363636363634,0.7659574468085106,0.75,0.3295938104448743,0.7909090909090909,0.5740291186246465
ALGO,GPT-4o,canonical,W2,110,0.10909090909090909,0.1702127659574468,0.6666666666666666,0.06112185686653772,0.6090909090909091,0.1693418180566717
ALGO,GPT-4o,canonical,W3,110,0.17272727272727273,0.3617021276595745,0.8947368421052632,0.18897485493230176,0.7090909090909091,0.4317952528392509
ALGO,GPT-4o,canonical,W4,110,0.44545454545454544,0.5319148936170213,0.5102040816326531,0.08646034816247583,0.5818181818181818,0.1502537645590508
ALGO,GPT-4o,canonical,W5,50,0.0,0.0,,0.0,0.44,
ALGO,GPT-4o,canonical,W6,90,0.2,0.20512820512820512,0.4444444444444444,0.00512820512820511,0.5444444444444444,0.011211213233271898
ALGO,GPT-4o,W1,canonical,110,0.42727272727272725,0.75,0.7659574468085106,0.32272727272727275,0.7909090909090909,0.5740291186246466
ALGO,GPT-4o,W1,W1,110,0.43636363636363634,1.0,1.0,0.5636363636363637,1.0,
ALGO,GPT-4o,W1,W2,110,0.10909090909090909,0.16666666666666666,0.6666666666666666,0.05757575757575757,0.6,0.16250003516708195
ALGO,GPT-4o,W1,W3,110,0.17272727272727273,0.3333333333333333,0.8421052631578947,0.16060606060606059,0.6818181818181818,0.3738366637036328
ALGO,GPT-4o,W1,W4,110,0.44545454545454544,0.6666666666666666,0.6530612244897959,0.2212121212121212,0.7,0.3916187003628875
ALGO,GPT-4o,W1,W5,50,0.0,0.0,,0.0,0.38,
ALGO,GPT-4o,W1,W6,90,0.2,0.23809523809523808,0.5555555555555556,0.03809523809523807,0.5555555555555556,0.08908708063747493
ALGO,GPT-4o,W2,canonical,110,0.42727272727272725,0.6666666666666666,0.1702127659574468,0.23939393939393938,0.6090909090909091,0.1693418180566717
ALGO,GPT-4o,W2,W1,110,0.43636363636363634,0.6666666666666666,0.16666666666666666,0.2303030303030303,0.6,0.16250003516708195
ALGO,GPT-4o,W2,W2,110,0.10909090909090909,1.0,1.0,0.8909090909090909,1.0,
ALGO,GPT-4o,W2,W3,110,0.17272727272727273,0.25,0.15789473684210525,0.07727272727272727,0.7727272727272727,0.07153177704724158
ALGO,GPT-4o,W2,W4,110,0.44545454545454544,0.9166666666666666,0.22448979591836735,0.4712121212121212,0.6454545454545455,0.3317598043983218
ALGO,GPT-4o,W2,W5,50,0.0,0.0,,0.0,0.88,
ALGO,GPT-4o,W2,W6,90,0.2,0.3333333333333333,0.1111111111111111,0.1333333333333333,0.7777777777777778,0.08908708063747482
ALGO,GPT-4o,W3,canonical,110,0.42727272727272725,0.8947368421052632,0.3617021276595745,0.4674641148325359,0.7090909090909091,0.4317952528392509
ALGO,GPT-4o,W3,W1,110,0.43636363636363634,0.8421052631578947,0.3333333333333333,0.40574162679425835,0.6818181818181818,0.3738366637036328
ALGO,GPT-4o,W3,W2,110,0.10909090909090909,0.15789473684210525,0.25,0.04880382775119617,0.7727272727272727,0.07153177704724158
ALGO,GPT-4o,W3,W3,110,0.17272727272727273,1.0,1.0,0.8272727272727273,1.0,
ALGO,GPT-4o,W3,W4,110,0.44545454545454544,0.7368421052631579,0.2857142857142857,0.2913875598086124,0.6363636363636364,0.2678902074046702
ALGO,GPT-4o,W3,W5,50,0.0,0.0,,0.0,0.64,
ALGO,GPT-4o,W3,W6,90,0.2,0.2631578947368421,0.2777777777777778,0.06315789473684208,0.7,0.08167991551759955
ALGO,GPT-4o,W4,canonical,110,0.42727272727272725,0.5102040816326531,0.5319148936170213,0.08293135435992582,0.5818181818181818,0.15025376455905076
ALGO,GPT-4o,W4,W1,110,0.43636363636363634,0.6530612244897959,0.6666666666666666,0.21669758812615952,0.7,0.3916187003628875
ALGO,GPT-4o,W4,W2,110,0.10909090909090909,0.22448979591836735,0.9166666666666666,0.11539888682745826,0.6454545454545455,0.33175980439832187
ALGO,GPT-4o,W4,W3,110,0.17272727272727273,0.2857142857142857,0.7368421052631579,0.11298701298701297,0.6363636363636364,0.26789020740467023
ALGO,GPT-4o,W4,W4,110,0.44545454545454544,1.0,1.0,0.5545454545454546,1.0,
ALGO,GPT-4o,W4,W5,50,0.0,0.0,,0.0,0.38,
ALGO,GPT-4o,W4,W6,90,0.2,0.25,0.6111111111111112,0.04999999999999999,0.5555555555555556,0.12225241173045656
ALGO,GPT-4o,W5,canonical,50,0.56,,0.0,,0.44,
ALGO,GPT-4o,W5,W1,50,0.62,,0.0,,0.38,
ALGO,GPT-4o,W5,W2,50,0.12,,0.0,,0.88,
ALGO,GPT-4o,W5,W3,50,0.36,,0.0,,0.64,
ALGO,GPT-4o,W5,W4,50,0.62,,0.0,,0.38,
ALGO,GPT-4o,W5,W5,50,0.0,,,,1.0,
ALGO,GPT-4o,W5,W6,50,0.3,,0.0,,0.7,
ALGO,GPT-4o,W6,canonical,90,0.43333333333333335,0.4444444444444444,0.20512820512820512,0.011111111111111072,0.5444444444444444,0.011211213233271898
ALGO,GPT-4o,W6,W1,90,0.4666666666666667,0.5555555555555556,0.23809523809523808,0.0888888888888889,0.5555555555555556,0.08908708063747493
ALGO,GPT-4o,W6,W2,90,0.06666666666666667,0.1111111111111111,0.3333333333333333,0.04444444444444444,0.7777777777777778,0.08908708063747484
ALGO,GPT-4o,W6,W3,90,0.2111111111111111,0.2777777777777778,0.2631578947368421,0.06666666666666668,0.7,0.08167991551759954
ALGO,GPT-4o,W6,W4,90,0.4888888888888889,0.6111111111111112,0.25,0.12222222222222229,0.5555555555555556,0.12225241173045656
ALGO,GPT-4o,W6,W5,50,0.0,0.0,,0.0,0.7,
ALGO,GPT-4o,W6,W6,90,0.2,1.0,1.0,0.8,1.0,
ALGO,o4-mini,canonical,canonical,110,1.0,1.0,1.0,0.0,1.0,
ALGO,o4-mini,canonical,W1,110,0.9636363636363636,0.9636363636363636,1.0,0.0,0.9636363636363636,
ALGO,o4-mini,canonical,W2,110,0.2545454545454545,0.2545454545454545,1.0,0.0,0.2545454545454545,
ALGO,o4-mini,canonical,W3,110,0.6090909090909091,0.6090909090909091,1.0,0.0,0.6090909090909091,
ALGO,o4-mini,canonical,W4,110,0.7363636363636363,0.7363636363636363,1.0,0.0,0.7363636363636363,
ALGO,o4-mini,canonical,W5,50,0.04,0.04,1.0,0.0,0.04,
ALGO,o4-mini,canonical,W6,90,0.4222222222222222,0.4222222222222222,1.0,0.0,0.4222222222222222,
ALGO,o4-mini,W1,canonical,110,1.0,1.0,0.9636363636363636,0.0,0.9636363636363636,
ALGO,o4-mini,W1,W1,110,0.9636363636363636,1.0,1.0,0.036363636363636376,1.0,
ALGO,o4-mini,W1,W2,110,0.2545454545454545,0.25471698113207547,0.9642857142857143,0.00017152658662095144,0.2727272727272727,0.00202703443038031
ALGO,o4-mini,W1,W3,110,0.6090909090909091,0.6132075471698113,0.9701492537313433,0.004116638078902168,0.6090909090909091,0.04342968505481888
ALGO,o4-mini,W1,W4,110,0.7363636363636363,0.7452830188679245,0.9753086419753086,0.008919382504288142,0.7363636363636363,0.10420988163561264
ALGO,o4-mini,W1,W5,50,0.04,0.04081632653061224,1.0,0.0008163265306122408,0.06,0.029160592175990194
ALGO,o4-mini,W1,W6,90,0.4222222222222222,0.42528735632183906,0.9736842105263158,0.0030651340996168397,0.43333333333333335,0.03341931300373741
ALGO,o4-mini,W2,canonical,110,1.0,1.0,0.2545454545454545,0.0,0.2545454545454545,
ALGO,o4-mini,W2,W1,110,0.9636363636363636,0.9642857142857143,0.25471698113207547,0.0006493506493506773,0.2727272727272727,0.0020270344303803104
ALGO,o4-mini,W2,W2,110,0.2545454545454545,1.0,1.0,0.7454545454545455,1.0,
ALGO,o4-mini,W2,W3,110,0.6090909090909091,0.6428571428571429,0.26865671641791045,0.03376623376623378,0.4636363636363636,0.04043670579914027
ALGO,o4-mini,W2,W4,110,0.7363636363636363,0.7857142857142857,0.2716049382716049,0.04935064935064937,0.4090909090909091,0.06545097759620716
ALGO,o4-mini,W2,W5,50,0.04,0.0,0.0,-0.04,0.94,-0.02916059217599023
ALGO,o4-mini,W2,W6,90,0.4222222222222222,0.4444444444444444,0.10526315789473684,0.0222222222222222,0.5666666666666667,0.014997375688861602
ALGO,o4-mini,W3,canonical,110,1.0,1.0,0.6090909090909091,0.0,0.6090909090909091,
ALGO,o4-mini,W3,W1,110,0.9636363636363636,0.9701492537313433,0.6132075471698113,0.006512890094979684,0.6090909090909091,0.043429685054818874
ALGO,o4-mini,W3,W2,110,0.2545454545454545,0.26865671641791045,0.6428571428571429,0.014111261872455927,0.4636363636363636,0.04043670579914027
ALGO,o4-mini,W3,W3,110,0.6090909090909091,1.0,1.0,0.3909090909090909,1.0,
ALGO,o4-mini,W3,W4,110,0.7363636363636363,0.9552238805970149,0.7901234567901234,0.21886024423337858,0.8181818181818182,0.6200421733361053
ALGO,o4-mini,W3,W5,50,0.04,0.022727272727272728,0.5,-0.017272727272727273,0.12,-0.2386964811240629
ALGO,o4-mini,W3,W6,90,0.4222222222222222,0.5094339622641509,0.7105263157894737,0.08721174004192872,0.5888888888888889,0.21132995651193784
ALGO,o4-mini,W4,canonical,110,1.0,1.0,0.7363636363636363,0.0,0.7363636363636363,
ALGO,o4-mini,W4,W1,110,0.9636363636363636,0.9753086419753086,0.7452830188679245,0.011672278338945019,0.7363636363636363,0.10420988163561262
ALGO,o4-mini,W4,W2,110,0.2545454545454545,0.2716049382716049,0.7857142857142857,0.017059483726150404,0.4090909090909091,0.06545097759620715
ALGO,o4-mini,W4,W3,110,0.6090909090909091,0.7901234567901234,0.9552238805970149,0.18103254769921429,0.8181818181818182,0.6200421733361053
ALGO,o4-mini,W4,W4,110,0.7363636363636363,1.0,1.0,0.26363636363636367,1.0,
ALGO,o4-mini,W4,W5,50,0.04,0.04081632653061224,1.0,0.0008163265306122408,0.06,0.029160592175990194
ALGO,o4-mini,W4,W6,90,0.4222222222222222,0.59375,1.0,0.17152777777777778,0.7111111111111111,0.5448623679425844
ALGO,o4-mini,W5,canonical,50,1.0,1.0,0.04,0.0,0.04,
ALGO,o4-mini,W5,W1,50,0.98,1.0,0.04081632653061224,0.020000000000000018,0.06,0.029160592175990194
ALGO,o4-mini,W5,W2,50,0.02,0.0,0.0,-0.02,0.94,-0.02916059217599023
ALGO,o4-mini,W5,W3,50,0.88,0.5,0.022727272727272728,-0.38,0.12,-0.2386964811240629
ALGO,o4-mini,W5,W4,50,0.98,1.0,0.04081632653061224,0.020000000000000018,0.06,0.029160592175990194
ALGO,o4-mini,W5,W5,50,0.04,1.0,1.0,0.96,1.0,
ALGO,o4-mini,W5,W6,50,0.46,1.0,0.08695652173913043,0.54,0.58,0.22116293423234554
ALGO,o4-mini,W6,canonical,90,1.0,1.0,0.4222222222222222,0.0,0.4222222222222222,
ALGO,o4-mini,W6,W1,90,0.9666666666666667,0.9736842105263158,0.42528735632183906,0.007017543859649145,0.43333333333333335,0.03341931300373741
ALGO,o4-mini,W6,W2,90,0.1,0.10526315789473684,0.4444444444444444,0.005263157894736831,0.5666666666666667,0.014997375688861603
ALGO,o4-mini,W6,W3,90,0.5888888888888889,0.7105263157894737,0.5094339622641509,0.12163742690058477,0.5888888888888889,0.21132995651193787
ALGO,o4-mini,W6,W4,90,0.7111111111111111,1.0,0.59375,0.28888888888888886,0.7111111111111111,0.5448623679425844
ALGO,o4-mini,W6,W5,50,0.04,0.08695652173913043,1.0,0.04695652173913043,0.58,0.22116293423234554
ALGO,o4-mini,W6,W6,90,0.4222222222222222,1.0,1.0,0.5777777777777777,1.0,
BW,Claude,canonical,canonical,65,0.15384615384615385,1.0,1.0,0.8461538461538461,1.0,
BW,Claude,canonical,W1,65,0.06153846153846154,0.3,0.75,0.23846153846153845,0.8769230769230769,0.42311209508527675
BW,Claude,canonical,W2,65,0.23076923076923078,0.8,0.5333333333333333,0.5692307692307692,0.8615384615384616,0.5760892186795269
BW,Claude,canonical,W3,65,0.13846153846153847,0.1,0.1111111111111111,-0.038461538461538464,0.7384615384615385,-0.04748357352484925
BW,Claude,canonical,W4,65,0.015384615384615385,0.1,1.0,0.08461538461538462,0.8615384615384616,0.2931509849889648
BW,Claude,canonical,W5,65,0.5230769230769231,0.7,0.20588235294117646,0.17692307692307685,0.5384615384615384,0.15104146528908613
BW,Claude,canonical,W6,65,0.5076923076923077,0.5,0.15151515151515152,-0.007692307692307665,0.49230769230769234,-0.006560798513518619
BW,Claude,W1,canonical,65,0.15384615384615385,0.75,0.3,0.5961538461538461,0.8769230769230769,0.4231120950852767
BW,Claude,W1,W1,65,0.06153846153846154,1.0,1.0,0.9384615384615385,1.0,
BW,Claude,W1,W2,65,0.23076923076923078,0.75,0.2,0.5192307692307692,0.8,0.3155790929932244
BW,Claude,W1,W3,65,0.13846153846153847,0.25,0.1111111111111111,0.11153846153846153,0.8307692307692308,0.08269663089185618
BW,Claude,W1,W4,65,0.015384615384615385,0.25,1.0,0.23461538461538461,0.9538461538461539,0.4881406047441657
BW,Claude,W1,W5,65,0.5230769230769231,0.5,0.058823529411764705,-0.023076923076923106,0.47692307692307695,-0.011831397122951563
BW,Claude,W1,W6,65,0.5076923076923077,0.75,0.09090909090909091,0.24230769230769234,0.5230769230769231,0.12411197230384556
BW,Claude,W2,canonical,65,0.15384615384615385,0.5333333333333333,0.8,0.37948717948717947,0.8615384615384616,0.5760892186795268
BW,Claude,W2,W1,65,0.06153846153846154,0.2,0.75,0.13846153846153847,0.8,0.3155790929932244
BW,Claude,W2,W2,65,0.23076923076923078,1.0,1.0,0.7692307692307692,1.0,
BW,Claude,W2,W3,65,0.13846153846153847,0.06666666666666667,0.1111111111111111,-0.0717948717948718,0.6615384615384615,-0.11385500851066213
BW,Claude,W2,W4,65,0.015384615384615385,0.06666666666666667,1.0,0.05128205128205128,0.7846153846153846,0.2282177322938192
BW,Claude,W2,W5,65,0.5230769230769231,0.6666666666666666,0.29411764705882354,0.14358974358974352,0.5538461538461539,0.15746248411159175
BW,Claude,W2,W6,65,0.5076923076923077,0.4666666666666667,0.21212121212121213,-0.04102564102564099,0.47692307692307695,-0.044946657497549426
BW,Claude,W3,canonical,65,0.15384615384615385,0.1111111111111111,0.1,-0.04273504273504275,0.7384615384615385,-0.04748357352484925
BW,Claude,W3,W1,65,0.06153846153846154,0.1111111111111111,0.25,0.04957264957264956,0.8307692307692308,0.08269663089185618
BW,Claude,W3,W2,65,0.23076923076923078,0.1111111111111111,0.06666666666666667,-0.11965811965811968,0.6615384615384615,-0.11385500851066213
BW,Claude,W3,W3,65,0.13846153846153847,1.0,1.0,0.8615384615384616,1.0,
BW,Claude,W3,W4,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.8461538461538461,-0.05011148285857965
BW,Claude,W3,W5,65,0.5230769230769231,0.4444444444444444,0.11764705882352941,-0.07863247863247869,0.46153846153846156,-0.06311349899672632
BW,Claude,W3,W6,65,0.5076923076923077,0.2222222222222222,0.06060606060606061,-0.28547008547008546,0.4153846153846154,-0.22891236053808656
BW,Claude,W4,canonical,65,0.15384615384615385,1.0,0.1,0.8461538461538461,0.8615384615384616,0.2931509849889648
BW,Claude,W4,W1,65,0.06153846153846154,1.0,0.25,0.9384615384615385,0.9538461538461539,0.48814060474416576
BW,Claude,W4,W2,65,0.23076923076923078,1.0,0.06666666666666667,0.7692307692307692,0.7846153846153846,0.2282177322938192
BW,Claude,W4,W3,65,0.13846153846153847,0.0,0.0,-0.13846153846153847,0.8461538461538461,-0.05011148285857966
BW,Claude,W4,W4,65,0.015384615384615385,1.0,1.0,0.9846153846153847,1.0,
BW,Claude,W4,W5,65,0.5230769230769231,1.0,0.029411764705882353,0.4769230769230769,0.49230769230769234,0.11935796382902897
BW,Claude,W4,W6,65,0.5076923076923077,1.0,0.030303030303030304,0.49230769230769234,0.5076923076923077,0.12309149097933293
BW,Claude,W5,canonical,65,0.15384615384615385,0.20588235294117646,0.7,0.052036199095022606,0.5384615384615384,0.1510414652890861
BW,Claude,W5,W1,65,0.06153846153846154,0.058823529411764705,0.5,-0.002714932126696837,0.47692307692307695,-0.011831397122951563
BW,Claude,W5,W2,65,0.23076923076923078,0.29411764705882354,0.6666666666666666,0.06334841628959276,0.5538461538461539,0.15746248411159178
BW,Claude,W5,W3,65,0.13846153846153847,0.11764705882352941,0.4444444444444444,-0.02081447963800906,0.46153846153846156,-0.06311349899672632
BW,Claude,W5,W4,65,0.015384615384615385,0.029411764705882353,1.0,0.014027149321266967,0.49230769230769234,0.11935796382902897
BW,Claude,W5,W5,65,0.5230769230769231,1.0,1.0,0.4769230769230769,1.0,
BW,Claude,W5,W6,65,0.5076923076923077,0.5882352941176471,0.6060606060606061,0.08054298642533941,0.5846153846153846,0.16872045494058668
BW,Claude,W6,canonical,65,0.15384615384615385,0.15151515151515152,0.5,-0.0023310023310023353,0.49230769230769234,-0.006560798513518619
BW,Claude,W6,W1,65,0.06153846153846154,0.09090909090909091,0.75,0.02937062937062937,0.5230769230769231,0.12411197230384557
BW,Claude,W6,W2,65,0.23076923076923078,0.21212121212121213,0.4666666666666667,-0.018648018648018655,0.47692307692307695,-0.04494665749754942
BW,Claude,W6,W3,65,0.13846153846153847,0.06060606060606061,0.2222222222222222,-0.07785547785547786,0.4153846153846154,-0.22891236053808656
BW,Claude,W6,W4,65,0.015384615384615385,0.030303030303030304,1.0,0.014918414918414918,0.5076923076923077,0.12309149097933293
BW,Claude,W6,W5,65,0.5230769230769231,0.6060606060606061,0.5882352941176471,0.08298368298368297,0.5846153846153846,0.16872045494058666
BW,Claude,W6,W6,65,0.5076923076923077,1.0,1.0,0.49230769230769234,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,canonical,49,0.7142857142857143,1.0,1.0,0.2857142857142857,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,W1,49,0.673469387755102,0.8857142857142857,0.9393939393939394,0.21224489795918366,0.8775510204081632,0.7156264473321345
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,W2,49,0.5510204081632653,0.6857142857142857,0.8888888888888888,0.13469387755102047,0.7142857142857143,0.42817441928883776
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,W3,49,0.14285714285714285,0.11428571428571428,0.5714285714285714,-0.028571428571428567,0.30612244897959184,-0.12909944487358072
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,W4,49,0.08163265306122448,0.08571428571428572,0.75,0.004081632653061232,0.32653061224489793,0.023570226039551518
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,W5,49,0.2857142857142857,0.37142857142857144,0.9285714285714286,0.08571428571428574,0.5306122448979592,0.2999999999999998
BW,deepseek/deepseek-r1-distill-llama-70b,canonical,W6,49,0.7551020408163265,0.9428571428571428,0.8918918918918919,0.18775510204081636,0.8775510204081632,0.6903452589658136
BW,deepseek/deepseek-r1-distill-llama-70b,W1,canonical,49,0.7142857142857143,0.9393939393939394,0.8857142857142857,0.22510822510822515,0.8775510204081632,0.7156264473321344
BW,deepseek/deepseek-r1-distill-llama-70b,W1,W1,65,0.676923076923077,1.0,1.0,0.32307692307692304,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,W1,W2,65,0.5076923076923077,0.7045454545454546,0.9393939393939394,0.19685314685314692,0.7692307692307693,0.5699548454420273
BW,deepseek/deepseek-r1-distill-llama-70b,W1,W3,65,0.1076923076923077,0.09090909090909091,0.5714285714285714,-0.016783216783216787,0.3384615384615385,-0.07836862643699902
BW,deepseek/deepseek-r1-distill-llama-70b,W1,W4,65,0.06153846153846154,0.06818181818181818,0.75,0.006643356643356635,0.35384615384615387,0.04001498903037443
BW,deepseek/deepseek-r1-distill-llama-70b,W1,W5,65,0.3076923076923077,0.38636363636363635,0.85,0.07867132867132864,0.5384615384615384,0.24673188560991344
BW,deepseek/deepseek-r1-distill-llama-70b,W1,W6,65,0.7230769230769231,0.9318181818181818,0.8723404255319149,0.2087412587412587,0.8615384615384616,0.6752322304075232
BW,deepseek/deepseek-r1-distill-llama-70b,W2,canonical,49,0.7142857142857143,0.8888888888888888,0.6857142857142857,0.17460317460317454,0.7142857142857143,0.42817441928883776
BW,deepseek/deepseek-r1-distill-llama-70b,W2,W1,65,0.676923076923077,0.9393939393939394,0.7045454545454546,0.2624708624708625,0.7692307692307693,0.5699548454420273
BW,deepseek/deepseek-r1-distill-llama-70b,W2,W2,65,0.5076923076923077,1.0,1.0,0.49230769230769234,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,W2,W3,65,0.1076923076923077,0.15151515151515152,0.7142857142857143,0.04382284382284382,0.5384615384615384,0.1435598109371695
BW,deepseek/deepseek-r1-distill-llama-70b,W2,W4,65,0.06153846153846154,0.09090909090909091,0.75,0.02937062937062937,0.5230769230769231,0.12411197230384557
BW,deepseek/deepseek-r1-distill-llama-70b,W2,W5,65,0.3076923076923077,0.42424242424242425,0.7,0.11655011655011654,0.6153846153846154,0.25644060620694326
BW,deepseek/deepseek-r1-distill-llama-70b,W2,W6,65,0.7230769230769231,0.9090909090909091,0.6382978723404256,0.186013986013986,0.6923076923076923,0.42213927027394027
BW,deepseek/deepseek-r1-distill-llama-70b,W3,canonical,49,0.7142857142857143,0.5714285714285714,0.11428571428571428,-0.1428571428571429,0.30612244897959184,-0.12909944487358072
BW,deepseek/deepseek-r1-distill-llama-70b,W3,W1,65,0.676923076923077,0.5714285714285714,0.09090909090909091,-0.10549450549450556,0.3384615384615385,-0.07836862643699902
BW,deepseek/deepseek-r1-distill-llama-70b,W3,W2,65,0.5076923076923077,0.7142857142857143,0.15151515151515152,0.20659340659340664,0.5384615384615384,0.14355981093716952
BW,deepseek/deepseek-r1-distill-llama-70b,W3,W3,65,0.1076923076923077,1.0,1.0,0.8923076923076922,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,W3,W4,65,0.06153846153846154,0.0,0.0,-0.06153846153846154,0.8307692307692308,-0.08896109120852064
BW,deepseek/deepseek-r1-distill-llama-70b,W3,W5,65,0.3076923076923077,0.42857142857142855,0.15,0.12087912087912084,0.676923076923077,0.09098680561400203
BW,deepseek/deepseek-r1-distill-llama-70b,W3,W6,65,0.7230769230769231,0.5714285714285714,0.0851063829787234,-0.15164835164835166,0.2923076923076923,-0.11773372702410065
BW,deepseek/deepseek-r1-distill-llama-70b,W4,canonical,49,0.7142857142857143,0.75,0.08571428571428572,0.0357142857142857,0.32653061224489793,0.023570226039551518
BW,deepseek/deepseek-r1-distill-llama-70b,W4,W1,65,0.676923076923077,0.75,0.06818181818181818,0.07307692307692304,0.35384615384615387,0.04001498903037443
BW,deepseek/deepseek-r1-distill-llama-70b,W4,W2,65,0.5076923076923077,0.75,0.09090909090909091,0.24230769230769234,0.5230769230769231,0.12411197230384556
BW,deepseek/deepseek-r1-distill-llama-70b,W4,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.8307692307692308,-0.08896109120852064
BW,deepseek/deepseek-r1-distill-llama-70b,W4,W4,65,0.06153846153846154,1.0,1.0,0.9384615384615385,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,W4,W5,65,0.3076923076923077,0.5,0.1,0.1923076923076923,0.6923076923076923,0.10669739994408019
BW,deepseek/deepseek-r1-distill-llama-70b,W4,W6,65,0.7230769230769231,1.0,0.0851063829787234,0.27692307692307694,0.3384615384615385,0.15847194992097016
BW,deepseek/deepseek-r1-distill-llama-70b,W5,canonical,49,0.7142857142857143,0.9285714285714286,0.37142857142857144,0.2142857142857143,0.5306122448979592,0.2999999999999998
BW,deepseek/deepseek-r1-distill-llama-70b,W5,W1,65,0.676923076923077,0.85,0.38636363636363635,0.17307692307692302,0.5384615384615384,0.24673188560991344
BW,deepseek/deepseek-r1-distill-llama-70b,W5,W2,65,0.5076923076923077,0.7,0.42424242424242425,0.1923076923076923,0.6153846153846154,0.25644060620694326
BW,deepseek/deepseek-r1-distill-llama-70b,W5,W3,65,0.1076923076923077,0.15,0.42857142857142855,0.042307692307692296,0.676923076923077,0.09098680561400205
BW,deepseek/deepseek-r1-distill-llama-70b,W5,W4,65,0.06153846153846154,0.1,0.5,0.038461538461538464,0.6923076923076923,0.10669739994408019
BW,deepseek/deepseek-r1-distill-llama-70b,W5,W5,65,0.3076923076923077,1.0,1.0,0.6923076923076923,1.0,
BW,deepseek/deepseek-r1-distill-llama-70b,W5,W6,65,0.7230769230769231,0.95,0.40425531914893614,0.2269230769230769,0.5538461538461539,0.3380769640514933
