analysis,grain,subtype,instance_type,model,n_problems,mean_VAR_canonical,mean_template_contamination,mean_ACI,problem_id,problem_subtype,VAR_canonical,template_contamination_score,ACI,scope,contam_quartile,n_rows,mean_cci,mean_correctness,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_p_value,Q1_mean,Q4_mean,contamination_score,n_points,spearman_rho,spearman_p_value,interpretation,mean_VAR_W3,VAR_W3
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_055,,,,,claude_only,Q2,,0.0,1.0,,,,,,0.0943,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_056,,,,,claude_only,Q2,,0.2222,1.0,,,,,,0.0988,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_057,,,,,claude_only,Q3,,0.3636,1.0,,,,,,0.1316,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_058,,,,,claude_only,Q1_low,,0.1429,1.0,,,,,,0.0,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_059,,,,,claude_only,Q1_low,,0.25,1.0,,,,,,0.0566,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_060,,,,,claude_only,Q2,,0.2857,0.0,,,,,,0.08,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_061,,,,,claude_only,Q1_low,,0.125,1.0,,,,,,0.0,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_062,,,,,claude_only,Q1_low,,0.0,0.0,,,,,,0.0741,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_063,,,,,claude_only,Q2,,0.0,1.0,,,,,,0.0968,,,,,,
2_gsm_contam_quartile_cci,per_problem_model,,,anthropic/claude-sonnet-4,,,,,GSM_064,,,,,claude_only,Q4_high,,0.75,1.0,,,,,,0.25,,,,,,
3_sp_adversarial_inversion,model_level_spearman,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,negative_rho_supports_inversion,,
3_sp_adversarial_inversion,model_level_point,,,anthropic/claude-sonnet-4,34.0,0.6470588235294118,,,,,,,,,,,,,,,,,,,,,,,0.0,
3_sp_adversarial_inversion,model_level_point,,,meta-llama/llama-3.1-8b-instruct,34.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,0.0,
3_sp_adversarial_inversion,model_level_point,,,openai/gpt-4o,34.0,0.4117647058823529,,,,,,,,,,,,,,,,,,,,,,,0.2647058823529412,
3_sp_adversarial_inversion,problem_model_level_spearman,,,,,,,,,,,,,,,,,,,,,,,,102.0,0.2607344552228395,0.008126161873078595,negative_rho_supports_inversion,,
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_003,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_004,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_005,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_019,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_020,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_021,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_023,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_024,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_026,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_027,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_028,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_029,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_030,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_037,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_038,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_039,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_040,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_042,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_044,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_045,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_046,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_047,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_048,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_062,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_063,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_064,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_065,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_066,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_068,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_069,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_070,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_071,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_072,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,anthropic/claude-sonnet-4,,,,,SP_073,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_003,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_004,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_005,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_019,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_020,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_021,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_023,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_024,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_026,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_027,,0.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_028,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_029,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_030,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_037,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_038,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_039,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_040,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_042,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_044,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_045,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_046,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_047,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_048,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_062,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_063,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_064,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_065,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_066,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_068,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_069,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_070,,1.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_071,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_072,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,openai/gpt-4o,,,,,SP_073,,0.0,,,,,,,,,,,,,,,,,,,1.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_003,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_004,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_005,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_019,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_020,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_021,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_023,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_024,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_026,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_027,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_028,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_029,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_030,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_037,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_038,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_039,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_040,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_042,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_044,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_045,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_046,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_047,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_048,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_062,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_063,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_064,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_065,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_066,,1.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_068,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_069,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_070,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_071,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_072,,0.0,,,,,,,,,,,,,,,,,,,0.0
3_sp_adversarial_inversion,problem_model_point,,,meta-llama/llama-3.1-8b-instruct,,,,,SP_073,,0.0,,,,,,,,,,,,,,,,,,,0.0
